"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","akhilesh tyagi","nexus-03"
"647.0","813.0","akhilesh tyagi","nexus-03"
"604.0","604.0","akhilesh tyagi","nexus-03"
"634.0","306.0","akhilesh tyagi","nexus-03"
"X","Y","PRESSURE"
"335.875","705.0","0.0768"
"337.15698","708.10785","0.528"
"341.96335","710.37616","0.58080006"
"347.49686","711.4964","0.60480005"
"352.95596","712.8375","0.6096"
"358.53873","714.2439","0.62880003"
"364.17194","715.9758","0.62880003"
"374.3125","720.7576","0.6384"
"379.0254","723.9548","0.6384"
"385.0027","727.4496","0.6528"
"390.48376","730.34814","0.648"
"397.4107","732.9711","0.64320004"
"401.8125","734.697","0.6384"
"407.00653","738.1858","0.624"
"411.56573","740.1834","0.6144"
"416.11917","743.1026","0.6096"
"420.55032","745.1456","0.6144"
"429.76422","749.0658","0.61920005"
"434.3237","750.72375","0.6144"
"438.8692","752.3767","0.60480005"
"442.4334","753.67285","0.6"
"447.43378","756.3618","0.6"
"452.4359","758.7871","0.61920005"
"458.15662","761.80615","0.6624"
"462.87183","762.9083","0.6528"
"467.43185","764.42975","0.6384"
"471.19046","765.7965","0.648"
"476.18115","768.4818","0.65760005"
"481.06995","769.9951","0.6672"
"483.96597","770.84766","0.67200005"
"487.3788","772.69885","0.6672"
"490.79114","775.0469","0.65760005"
"494.21735","777.2617","0.648"
"499.20508","781.4476","0.64320004"
"503.30505","783.94464","0.6528"
"509.14063","786.1455","0.65760005"
"515.558","788.3319","0.64320004"
"522.351","790.52765","0.6384"
"528.5757","792.1905","0.6384"
"534.2183","793.2848","0.65760005"
"539.8708","794.38104","0.6624"
"543.0625","795.00006","0.65760005"
"549.9624","797.18665","0.6384"
"554.3125","798.03033","0.63360006"
"559.596","799.3869","0.62880003"
"564.1716","801.2746","0.63360006"
"567.22046","802.2026","0.624"
"570.6365","803.30676","0.61920005"
"573.4176","804.4105","0.61920005"
"577.97107","806.6224","0.61920005"
"581.0056","807.71735","0.6096"
"584.5931","808.8281","0.61920005"
"587.9891","810.5705","0.61920005"
"594.828","813.88635","0.624"
"597.7378","816.0209","0.63360006"
"600.5828","817.79974","0.62880003"
"602.8668","819.1286","0.62880003"
"606.1677","820.5965","0.6384"
"612.2947","823.56714","0.6624"
"616.38257","824.27484","0.6624"
"619.4546","826.1295","0.65760005"
"621.7015","827.5415","0.6528"
"625.01013","830.82806","0.6624"
"628.294","830.4546","0.65760005"
"631.4284","831.1679","0.65760005"
"634.3823","833.1013","0.6384"
"637.37714","834.84375","0.6384"
"639.0444","830.3541","0.69600004"
"639.0","825.7758","0.67200005"
"638.25446","822.48035","0.6528"
"638.375","817.841","0.68640006"
"637.1078","813.418","0.68160003"
"634.8043","805.0027","0.6768"
"634.14417","801.5963","0.6768"
"633.72626","799.1651","0.6768"
"633.10254","795.5359","0.68640006"
"632.1268","791.0693","0.68160003"
"632.125","786.64777","0.6768"
"632.125","782.2255","0.65760005"
"632.125","776.9364","0.6624"
"632.125","771.4573","0.6768"
"632.125","767.7273","0.68160003"
"632.125","761.548","0.68640006"
"632.125","755.64484","0.6912"
"632.125","749.6804","0.68160003"
"632.125","743.91754","0.68160003"
"632.125","739.0738","0.6912"
"632.125","730.4846","0.70080006"
"632.125","727.08325","0.71040004"
"632.125","724.65564","0.72"
"632.125","721.85974","0.72"
"631.22656","718.82574","0.7296"
"629.75616","715.9241","0.73440003"
"628.6103","711.55615","0.7152"
"627.4724","706.95374","0.7152"
"626.36","703.9867","0.70080006"
"625.2478","699.537","0.6912"
"624.625","691.34076","0.70080006"
"624.625","688.6717","0.7152"
"622.8402","684.39703","0.7296"
"621.5786","680.9863","0.7152"
"620.3763","677.4885","0.7296"
"618.4153","672.5789","0.72"
"617.6185","670.0722","0.7152"
"615.3298","665.7608","0.72480005"
"614.3528","662.3899","0.7056"
"612.9809","656.8048","0.6912"
"611.765","653.6498","0.68160003"
"611.494","651.63776","0.6768"
"610.8387","648.4603","0.67200005"
"610.0676","644.722","0.67200005"
"609.53345","641.43713","0.68160003"
"608.95905","638.74084","0.68640006"
"609.0","635.47015","0.6912"
"608.3584","632.79834","0.70080006"
"608.375","629.83154","0.7056"
"608.375","625.34985","0.7056"
"608.375","621.6268","0.70080006"
"608.375","618.3151","0.6912"
"607.71234","615.084","0.68640006"
"607.75","608.6092","0.68640006"
"607.75","605.3072","0.68160003"
"607.75","602.8106","0.68160003"
"607.75","599.1985","0.68160003"
"606.8515","594.6588","0.68640006"
"607.125","590.7014","0.7056"
"607.125","586.8257","0.69600004"
"607.125","582.24506","0.6912"
"607.125","577.9343","0.68160003"
"607.125","570.2726","0.68160003"
"607.125","566.95374","0.68160003"
"607.125","563.6429","0.68160003"
"607.125","560.9871","0.68160003"
"607.125","555.6113","0.68640006"
"607.125","551.64856","0.6912"
"607.125","548.5908","0.6912"
"607.125","544.81683","0.6912"
"607.125","539.53827","0.68640006"
"607.125","534.444","0.68640006"
"607.125","531.4632","0.68640006"
"607.125","528.109","0.68640006"
"607.125","523.30615","0.69600004"
"608.5399","518.90576","0.7056"
"609.0275","513.85077","0.70080006"
"609.0","507.31708","0.69600004"
"609.0","501.36963","0.68160003"
"609.625","495.56696","0.68640006"
"609.625","488.9806","0.69600004"
"609.625","483.0614","0.69600004"
"610.04346","472.2624","0.68160003"
"611.4219","466.4394","0.6768"
"613.6735","459.8891","0.70080006"
"613.375","454.54657","0.68640006"
"613.375","450.15155","0.68640006"
"614.2138","445.1595","0.70080006"
"614.0","440.74554","0.70080006"
"614.0","438.44092","0.70080006"
"614.0","434.385","0.68640006"
"614.0","427.33478","0.6768"
"614.0","425.29602","0.6768"
"612.75","418.1272","0.67200005"
"612.75","412.8947","0.68160003"
"612.75","408.45026","0.6912"
"613.2852","399.6361","0.7056"
"613.375","396.61084","0.70080006"
"613.375","394.5821","0.7056"
