"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","akhilesh tyagi","nexus-03"
"647.0","813.0","akhilesh tyagi","nexus-03"
"604.0","604.0","akhilesh tyagi","nexus-03"
"634.0","306.0","akhilesh tyagi","nexus-03"
"X","Y","PRESSURE"
"614.2724","388.9475","0.70080006"
"614.0","385.86633","0.69600004"
"614.83","382.59497","0.70080006"
"616.1628","379.31445","0.72480005"
"617.49066","375.45148","0.74880004"
"617.93274","371.81567","0.7728"
"617.75","368.50806","0.768"
"617.75","364.544","0.73920006"
"618.3927","362.49005","0.7584"
"618.375","358.79987","0.73920006"
"618.375","355.98526","0.72"
"618.375","353.08963","0.7056"
"619.7418","349.50864","0.71040004"
"621.24304","345.92606","0.73440003"
"620.875","343.27072","0.73440003"
